mfo,name
386058,ЦЕНТРАЛЬНЕ Н 8196. М.МИКОЛАЇВ
386069,ВАТ"ДЕР.ОБ УКР."МІС.ВІД.Н8351.МИКОЛАЇВ
386070,КОРАБЕЛЬНЕ Н 8310. М.МИКОЛАЇВ
386081,БЕРЕЗАНСЬКЕ Н 3162 МИКОЛАЇВСЬКОЇ
386092,АРБУЗИНСЬКЕ Н 3160 МИКОЛАЇВСЬКОЇ
386100,КАЗАНКІВСЬКЕ Н 3307 МИКОЛАЇВСЬКОЇ
386111,НОВООДЕСЬКЕ Н 3155 МИКОЛАЇВСЬКОЇ
386122,БЕРЕЗНІГУВАТСЬКЕ Н 5438 МИКОЛАЇВСЬКОЇ
386133,БАШТАНСЬКЕ Н 3154 МИКОЛАЇВСЬКОЇ
386144,СНІГУРІВСЬКЕ Н 3255 МИКОЛАЇВСЬКОЇ
386177,ДОМАНІВСЬКЕ Н 3171 МИКОЛАЇВСЬКОЇ
386188,ЄЛАНЕЦЬКЕ Н 5427 МИКОЛАЇВСЬКОЇ
386199,ЖОВТНЕВЕ Н 6047 МИКОЛАЇВСЬКОЇ
386218,КРИВООЗЕРСЬКЕ Н 3161 МИКОЛАЇВСЬКОЇ
386229,МИКОЛАЇВСЬКЕ Н 5421
386230,НОВОБУГСЬКЕ Н 3158 МИКОЛАЇВСЬКОЇ
386252,ОЧАКІВСЬКЕ Н 3159 МИКОЛАЇВСЬКОЇ
386263,БРАТСЬКЕ Н 3019 МИКОЛАЇВСЬКОЇ
386360,ЮЖНОУКРАЇНСЬКЕ ВІД. ОБ МИКОЛАЇВСЬКОЇ
386393,ПЕРВОМАЙСЬКЕ Н 194 МИКОЛАЇВСЬКОЇ
388012,СУВОРІВСЬКЕ ВІД.ВАТ "ДЕРЖ.ОЩ.БАНК УКР"
388023,ЦЕНТРАЛЬНЕ  ВІД.ВАТ "ДЕРЖ.ОЩ.БАНК УКР"
388034,БІЛГОРОД-ДН.ВІД.ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388045,БІЛЯЇВСЬКЕ  ВІД.ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388056,ЖОВТНЕВЕ    ВІД.ВАТ "ДЕРЖ.ОЩ.БАНК УКР"
388067,ІЛЛІЧІВСЬКЕ  ВІД.  Н 5374 ОБ ОДЕСЬКОЇ
388078,ОДЕСЬКЕ МІСЬКЕ ВІД. ОБ УКРАЇНИ
388089,ЛЕНІНСЬКЕ   ВІД. ОБ ОДЕСЬКОЇ
388090,МАЛИНОВСЬКЕ ВІД.ВАТ "ДЕРЖ.ОЩ.БАНК УКР"
388108,ВЕЛИКО-МИХ. ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388119,ІВАНІВСЬКЕ  ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388120,ІЗМАЇЛЬСЬКЕ ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388131,ПРИМОРСЬКЕ  ВІД.ВАТ "ДЕРЖ.ОЩ.БАНК УКР"
388142,АРЦИЗСЬКЕ   ВІД.ВАТ "ДЕРЖ.ОЩ.БАНК УКР"
388153,БАЛТСЬКЕ    ВІД.ВАТ "ДЕРЖ.ОЩ.БАНК УКР"
388164,ЛЮБАШІВСЬКЕ ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388175,МИКОЛАЇВСЬКЕ ВІД.ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388186,БЕРЕЗІВСЬКЕ ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388197,БОЛГРАДСЬКЕ ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388205,РЕНІЙСЬКЕ   ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388216,ОВІДІОПОЛЬ. ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388227,РОЗДІЛЬНЯН. ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388238,ІЛЛІЧІВСЬКЕ ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388249,КІЛІЙСЬКЕ   ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388250,КОДИМСЬКЕ   ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388261,АНАНІЇВСЬКЕ ВІД.ВАТ "ДЕРЖ.ОЩ.БАНК УКР"
388272,КОТОВСЬКЕ   ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
388283,КРАСНООКН.  ВІД. ВАТ"ДЕРЖ.ОЩ.БАНК УКР"
391399,НОВОСАНЖАРСЬКЕ ВІД.3194 ОБ ПОЛТАВСЬКОЇ
391429,ЦЕНТРАЛЬНЕ ВІД. 8449 ОБ М.ПОЛТАВА
393018,РОКИТНІВСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393029,БЕРЕЗНІВСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393030,ВОЛОДИМИРЕЦЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393041,ГОЩАНСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393052,ДУБНІВСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393063,ДУБРОВИЦЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393074,КОСТОПІЛЬСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393085,МЛИНІВСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393096,ОСТРОЖСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393104,РІВНЕНСЬКЕ РАЙОННЕ ВІД. ОБ РІВНЕНСЬКОЇ
393137,РІВНЕНСЬКЕ МІСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393159,САРНЕНСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393160,РАДИВИЛІВСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393171,ЗАРІЧНЕНСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393182,ЗДОЛБУНІВСЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
393193,КОРЕЦЬКЕ ВІД. ОБ РІВНЕНСЬКОЇ
394017,ВОРОШИЛОВСЬКЕ ВІД. Н25 М.ДОНЕЦЬК
394028,КАЛІНІНСЬКЕ ВІД. Н8143 М.ДОНЕЦЬК
394039,КІРОВСЬКЕ ВІД. Н5402 М.ДОНЕЦЬК
394040,КУЙБИШЕВСЬКЕ ВІД. Н5403 М.ДОНЕЦЬК
394051,ПРОЛЕТАРСЬКЕ ВІД.Н5404 М.ДОНЕЦЬК
394062,ПЕТРОВСЬКЕ ВІД. Н5405 М.ДОНЕЦЬК
394073,ЛЕНІНСЬКЕ ВІД. Н6111 М.ДОНЕЦЬК
394084,КАЛІНІНСЬКЕ ВІД. Н7719 М.ГОРЛІВКА
394095,МИКИТІВСЬКЕ ВІД. Н7462 М.ГОРЛІВКА
394103,ГОРЛІВСЬКЕ МІСЬКЕ ВІД. Н2864 ДОНЕЦЬКОЇ
394114,КОНСТАНТИНІВСЬКЕ ВІД. Н2866 ДОНЕЦЬКОЇ
394125,МАКІЇВСЬКЕ МІСЬКЕ ВІД.3292 ВАТ "ДОБУ"
394136,ДЕБАЛЬЦІВСЬКЕ ВІД. Н6688 ДОНЕЦЬКОЇ
394147,ДЗЕРЖИНСЬКЕ ВІД. Н5369 ДОНЕЦЬКОЇ
394158,ДОБРОПІЛЬСЬКЕ ВІД. Н5363 ДОНЕЦЬКОЇ
394169,ДРУЖКІВСЬКЕ ВІД. Н6689 ДОНЕЦЬКОЇ
394170,ЄНАКІЄВСЬКЕ ВІД. Н2869 ДОНЕЦЬКОЇ
394181,КИЇВСЬКЕ ВІД. Н7956 М.ДОНЕЦЬК
394192,АРТЕМІВСЬКЕ ВІДДІЛЕННЯ Н21 ДОНЕЦЬКОЇ
394200,ОРДЖОНІКІДЗІВС.ВІД. Н8013 М.МАРІУПОЛЬ
394211,КІРОВСЬКЕ ВІД. Н8514 ДОНЕЦЬКОЇ
394222,КРАМАТОРСЬКЕ ВІД. Н2865 ДОНЕЦЬКОЇ
394233,КРАСНОАРМІЙСЬКЕ ВІД. Н2863 ДОНЕЦЬКОЇ
394244,АМВРОСІЇВСЬКЕ ВІД. Н3312 ДОНЕЦЬКОЇ
394255,РАДЯНСЬКЕ ВІД. Н7558 М.МАКІЇВКА
394266,КІРОВСЬКЕ ВІД. Н7463 М.МАКІЇВКА
394277,ГОРНЯЦЬКЕ ВІД. Н8260 М.МАКІЇВКА
394288,ЖОВТНЕВЕ ВІДДІЛЕННЯ Н171 М.МАРІУПОЛЬ
394299,ІЛЛІЧІВСЬКЕ ВІД. Н7461 М.МАРІУПОЛЬ
394307,СЕЛИДІВСЬКЕ ВІД. Н5484 ДОНЕЦЬКОЇ
394318,СЛОВ'ЯНСЬКЕ ВІД. Н2868 ДОНЕЦЬКОЇ
394329,СНІЖНЯНСЬКЕ ВІД. Н5372 ДОНЕЦЬКОЇ
394330,ТОРЕЗЬКЕ ВІД. Н3225 ДОНЕЦЬКОЇ
394352,ШАХТАРСЬКЕ ВІД. Н6687 ДОНЕЦЬКОЇ
394363,ОЛЕКСАНДРІВСЬКЕ ВІД. Н3311 ДОНЕЦЬКОЇ
394374,ВОЛОДАРСЬКЕ ВІД. Н3133 ДОНЕЦЬКОЇ
394385,КРАСНОЛИМАНСЬКЕ ВІД. Н2870 ДОНЕЦЬКОЇ
394396,ЧЕРВОНОГВАРД. ВІД. Н8432 М.МАКІЇВКА
394426,МАР'ЇНСЬКЕ ВІД. Н3313 ДОНЕЦЬКОЇ
394437,НОВОАЗОВСЬКЕ ВІД. Н5362 ДОНЕЦЬКОЇ
394448,ПЕРШОТРАВНЕВЕ ВІД. Н5460 ДОНЕЦЬКОЇ
394459,СТАРОБЕШІВСЬКЕ ВІД. Н3314 ДОНЕЦЬКОЇ
394460,ТЕЛЬМАНІВСЬКЕ ВІД. Н5368 ДОНЕЦЬКОЇ
394471,ЯСИНУВАТСЬКЕ ВІД. Н7852 ДОНЕЦЬКОЇ
394482,ВЕЛ.НОВ.ВІД. Н3227 СМТ.ВЕЛИКА НОВОСІЛ.
394493,ВОЛНОВАСЬКЕ ВІД. Н3137 ДОНЕЦЬКОЇ
398013,ЗБОРІВСЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398024,МОНАСТИРИСЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398035,ТЕРНОПІЛЬСЬКЕ МІСЬКЕ 6350 ВІД. ОБ
398046,ТЕРНОПІЛЬСЬКЕ РАЙОННЕ 7939 ВІД. ОБ
398057,БЕРЕЖАНСЬКЕ ВІД.ОБ 6352 ТЕРНОПІЛЬСЬКОЇ
398068,БОРЩІВСЬКЕ ВІД.ОБ 6353 ТЕРНОПІЛЬСЬКОЇ
398079,БУЧАЦЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398080,ГУСЯТИНСЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398091,ЗАЛІЩИЦЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398109,ШУМСЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398121,КОЗІВСЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398132,ЗБАРАЗЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398143,ЛАНІВЕЦЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398165,ПІДВОЛОЧИСЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398176,ПІДГАЄЦЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398187,ТЕРЕБОВЛЯНСЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398198,ЧОРТКІВСЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
398262,КРЕМЕНЕЦЬКЕ ВІД. ОБ ТЕРНОПІЛЬСЬКОЇ
399012,ДЕРЖАВНА СКАРБНИЦЯ УКРАЇНИ
399023,ЦЕНТРАЛЬНА РОЗРАХУНКОВА ПАЛАТА НБУ
399034,ІНЖЕНЕРНО-ТЕХНІЧНИЙ ЦЕНТР НБУ
399045,БАНКНОТНО-МОНЕТНИЙ ДВІР
399056,ФАБРИКА БАНКНОТНОГО ПАПЕРУ
399067,ЛЬВІВС.ІНСТИТ.БАНК.СПРАВИ УБС (М.КИЇВ)
399078,ХАРКІВ.ІН-Т БАНК.СПРАВИ УБС НБУ.
399089,ЧЕРКАСЬКИЙ ІНСТИТУТ БАНКІВСЬКОЇ СПРАВИ
399090,ВИРОБНИЧО-РЕМОНТНИЙ КОМПЛЕКС НБУ
399108,ДВНЗ "УКР.АКАДЕМІЯ БАНКІВ.СПРАВИ НБУ"
399131,ГРУПА УПРАВЛІННЯ ПРОЕКТАМИ НБУ
804013,ГУ ДКСУ У ЛУГАНСЬКІЙ ОБЛАСТІ
805012,ГУ ДКСУ У ДНІПРОПЕТРОВСЬКІЙ ОБЛАСТІ
805023,ВДК У М.ВІЛЬНОГІРСЬКУ ДНІПРОПЕТРОВСЬК.
805034,ВДК У М.ДНІПРОДЗЕРЖИНСЬКУ ДНІПРОПЕТРОВ
805045,ВДК У М.ЖОВТІ ВОДИ ДНІПРОПЕТРОВСЬКОЇ
805056,ВДК У М.КРИВИЙ РІГ ДНІПРОПЕТРОВСЬКОЇ
805067,ВДК У М.МАРГАНЕЦЬ ДНІПРОПЕТРОВСЬКОЇ
805078,ВДК У М.НІКОПОЛЬ ДНІПРОПЕТРОВСЬКОЇ
805089,ВДК У М.НОВОМОСКОВСЬКУ ДНІПРОПЕТРОВСЬК
805090,ВДК У М.ОРДЖОНІКІДЗЕ ДНІПРОПЕТРОВСЬКОЇ
805108,ВДК У М.ПАВЛОГРАД ДНІПРОПЕТРОВСЬКОЇ
805119,ВДК У М.ПЕРШОТРАВЕНСЬКУ  ДНІПРОПЕТРОВС
805120,ВДК У М.СИНЕЛЬНИКОВЕ  ДНІПРОПЕТРОВСЬК.
805131,ВДК У М.ТЕРНІВКА  ДНІПРОПЕТРОВСЬКОЇ
805142,ВДК У АПОСТОЛІВСЬКОМУ Р-НІ  ДНІПРОПЕТР
805153,ВДК У ВАСИЛЬКІВСЬКОМУ Р-НІ  ДНІПРОПЕТР
805164,ВДК У ВЕРХНЬОДНІПРОВ.Р-НІ  ДНІПРОПЕТР.
805186,ВДК У ДНІПРОПЕТРОВСЬКОМУ Р-НІ  ДНІПРОП
805197,ВДК У КРИВОРІЗЬКОМУ Р-НІ КРИВИЙ РІГ
805205,ВДК У КРИНИЧАНСЬКОМУ Р-НІ  ДНІПРОПЕТР.
805216,ВДК У МАГДАЛИНІВСЬКОМУ Р-НІ  ДНІПРОПЕТ
805227,ВДК У МЕЖІВСЬКОМУ Р-НІ  ДНІПРОПЕТРОВСЬ
805238,ВДК У НІКОПОЛЬСЬКОМУ Р-НІ  ДНІПРОПЕТР.
805249,ВДК У НОВОМОСКОВСЬКОМУ Р-НІ  ДНІПРОПЕТ
805250,ВДК У ПАВЛОГРАДСЬКОМУ Р-НІ  ДНІПРОПЕТР
805261,ВДК У ПЕТРИКІВСЬКОМУ Р-НІ  ДНІПРОПЕТР.
805272,ВДК У ПЕТРОПАВЛІВСЬКОМУ Р-НІ  ДНІПРОП.
805283,ВДК У ПОКРОВСЬКОМУ Р-НІ  ДНІПРОПЕТРОВС
805294,ВДК У П'ЯТИХАТСЬКОМУ Р-НІ  ДНІПРОПЕТР.
805302,ВДК У СИНЕЛЬНИКІВСЬКОМУ Р-НІ  ДНІПРОП.
805313,ВДК У СОЛОНЯНСЬКОМУ Р-НІ  ДНІПРОПЕТРОВ
805324,ВДК У СОФІЇВСЬКОМУ Р-НІ  ДНІПРОПЕТРОВС
805335,ВДК У ТОМАКІВСЬКОМУ Р-НІ  ДНІПРОПЕТРОВ
805346,ВДК У ЦАРИЧАНСЬКОМУ Р-НІ  ДНІПРОПЕТРОВ
805357,ВДК У ШИРОКІВСЬКОМУ Р-НІ  ДНІПРОПЕТРОВ
805368,ВДК У ЮР'ЇВСЬКОМУ Р-НІ  ДНІПРОПЕТРОВСЬ
805379,ВДК У АМУР-НИЖНЬОДНІПР.Р-НІ М.ДНІПРОП.
805380,ВДК У БАБУШКІНСЬКОМУ Р-НІ М.ДНІПРОПЕТР
805391,ВДК У ЖОВТНЕВОМУ Р-НІ М.ДНІПРОПЕТРОВ.
805409,ВДК В ІНДУСТРІАЛЬНОМУ Р-НІ М.ДНІПРОПЕТ
805410,ВДК У КІРОВСЬКОМУ Р-НІ М.ДНІПРОПЕТРОВ.
805421,ВДК У КРАСНОГВАРДІЙС.Р-НІ М.ДНІПРОПЕТР
805432,ВДК У ЛЕНІНСЬКОМУ Р-НІ М.ДНІПРОПЕТРОВ.
805443,ВДК У САМАРСЬКОМУ Р-НІ М.ДНІПРОПЕТРОВ.
805454,ВДК У ЖОВТНЕВОМУ Р-НІ М.КРИВИЙ РІГ
805465,ВДК В ІНГУЛЕЦЬКОМУ Р-НІ М.КРИВИЙ РІГ
805476,ВДК У ТЕРНІВСЬКОМУ Р-НІ М.КРИВИЙ РІГ
805487,ВДК У ЦЕНТРАЛЬНО-МІСЬКОМУ Р-НІ М.КР.Р
821018,ГУ ДКСУ У КИЇВСЬКІЙ ОБЛАСТІ
824026,ГУ ДКСУ В АРК. М.СІМФЕРОПОЛЬ
824509,ГУ ДКСУ У М.СЕВАСТОПОЛІ
828011,ГУ ДКСУ В ОДЕСЬКІЙ ОБЛАСТІ
834016,ГУ ДКСУ У ДОНЕЦЬКІЙ ОБЛАСТІ
853019,ВДК У М. НІЖИНІ  ЧЕРНІГІВСЬКОЇ
853020,ВДК У М. ПРИЛУКИ ЧЕРНІГІВСЬКОЇ
853031,ВДК У БАХМАЦЬКОМУ   Р-НІ ЧЕРНІГІВСЬКОЇ
853053,ВДК У БОБРОВИЦЬКОМУ Р-НІ ЧЕРНІГІВСЬКОЇ
853064,ВДК У БОРЗНЯНСЬКОМУ Р-НІ ЧЕРНІГІВСЬКОЇ
853075,ВДК У ВАРВИНСЬКОМУ  Р-НІ ЧЕРНІГІВСЬКОЇ
853086,ВДК У ГОРОДНЯНСЬКОМУ Р-НІ ЧЕРНІГІВСЬК.
853127,ВДК У ІЧНЯНСЬКОМУ   Р-НІ ЧЕРНІГІВСЬКОЇ
853138,ВДК У КОЗЕЛЕЦЬКОМУ  Р-НІ ЧЕРНІГІВСЬКОЇ
853149,ВДК У КОРОПСЬКОМУ   Р-НІ ЧЕРНІГІВСЬКОЇ
853150,ВДК У КОРЮКІВСЬКОМУ Р-НІ ЧЕРНІГІВСЬКОЇ
853183,ВДК У МЕНСЬКОМУ     Р-НІ ЧЕРНІГІВСЬКОЇ
853194,НІЖИНСЬКЕ ВІД.ДЕРЖКАЗН. У ЧЕРНІГ.ОБЛ.
853213,ВДК У Н.-СІВЕРСЬКОМУ Р-НІ ЧЕРНІГІВСЬК.
853224,ВДК У НОСІВСЬКОМУ   Р-НІ ЧЕРНІГІВСЬКОЇ
853268,ПРИЛУЦЬКЕ ВІД.ДЕРЖКАЗН. У ЧЕРНІГ.ОБЛ.
853279,ВДК У РІПКИНСЬКОМУ  Р-НІ ЧЕРНІГІВСЬКОЇ
853280,ВДК У СЕМЕНІВСЬКОМУ Р-НІ ЧЕРНІГІВСЬКОЇ
853309,ВДК У СОСНИЦЬКОМУ   Р-НІ ЧЕРНІГІВСЬКОЇ
853310,ВДК У ЩОРСЬКОМУ     Р-НІ ЧЕРНІГІВСЬКОЇ
853332,ВДК У КУЛИКІВСЬКОМУ Р-НІ ЧЕРНІГІВСЬКОЇ
853354,ВДК У ТАЛАЛАЇВСЬКОМУ Р-НІ ЧЕРНІГІВСЬК.
853376,ВДК У М. ЧЕРНІГОВІ ЧЕРНІГІВСЬКОЇ
853417,ВДК У СРІБНЯНСЬКОМУ Р-НІ ЧЕРНІГІВСЬКОЇ
853440,ВДК У ЧЕРНІГІВСЬКОМУ Р-НІ ЧЕРНІГІВСЬК.
853592,ГУ ДКСУ У ЧЕРНІГІВСЬКІЙ ОБЛАСТІ
999999,РАХУНОК ВІДСУТНІЙ
336826,ФАКБ "НАЦІОНАЛЬНИЙ КРЕДИТ" В М.КОЛОМИЯ
335720,КАЛІНІНСЬКА ФАКБ"НАЦ.КРЕДИТ"У ДОНЕЦЬКУ
384641,КРИМСЬКА ФІЛІЯ АКБ "ФОРУМ"
386155,Перша філія ПрАТ "УФГ" у м.Миколаїв
335009,Філія ПрАТ "УФГ" у м.Донецьк
385004,РЕГІОНАЛЬНА ФІЛІЯ АТ "УФГ" М.ЖИДАЧІВ
320003,ВАТ КБ "НАДРА" У М.КИЄВІ
398002,Тернопільска філія ПрАТ "УФГ"
335991,ДОНЕЦЬКА ОБЛАСНА ФАБ "КЛІРИНГОВИЙ ДІМ"
820019,ГУ ДКСУ У М.КИЄВІ
313742,ЗАПОРІЗЬКА ФІЛІЯ АКБ "МРІЯ"
803014,ГУ ДКСУ У ВОЛИНСЬКІЙ ОБЛАСТІ
838012,ГУ ДКСУ У ТЕРНОПІЛЬСЬКІЙ ОБЛАСТІ
352640,Ф-Я АБ "ПІВДЕННИЙ" У М.ХЕРСОНІ
313753,ФІЛІЯ АБ "ПІВДЕННИЙ" В М. ЗАПОРІЖЖІ
320627,АТ "СБЕРБАНК РОСІЇ"
326751,ФІЛІЯ АБ "ПІВДЕННИЙ" В М.МИКОЛАЄВІ
623012,ЗНАМ'ЯНСЬКЕ ТВБВ ОДЕС.ФАБ"ЕКСПРЕС-БАНК
371988,ТВБВ Н10 АКБ "СХ.-ЄВРОПЕЙСЬКИЙ БАНК"
353508,ЧЕРНІГІВ.ФІЛІЯ ВАТ БАНКУ "БІГ ЕНЕРГІЯ"
307015,ДФ АТ "ІНДУСТРІАЛЬНО-ЕКСПОРТНИЙ БАНК"
312538,ФІЛІЯ АКБ "НАДРА" У М. УЖГОРОДІ
398110,Перша філія ПрАТ "УФГ" у м.Тернопіль
320995,ПАТ "БАНК ПЕРШИЙ"
300669,ПАТ "ПРАЙМ-БАНК"
354875,ЧЕРКАСЬКА ФІЛІЯ АК "ПРОМЕКОНОМБАНК"
311733,ЖИТОМИРСЬКА ФАБ "АНДРІЇВСЬКИЙ"
300238,ФІЛ. АТ  "БАНК ЗОЛОТІ ВОРОТА" В М.КИЇВ
615019,ХМЕЛЬНИЦЬКЕ ТВБВ АКБ "ЛЕГБАНК"
620004,КИЇВСЬКЕ ТВБВ ТОВ КБ "БУКОВИНА"
624022,СІМФЕРОПОЛЬСЬКЕ  АКБ "ЛЕГБАНК"
307026,ДНІПРОПЕТРОВСЬКА Ф-Я ТОВ "ДІАЛОГБАНК"
633013,РІВНЕНСЬКЕ ТВБВ ТЕРНОПІЛ. ФАТ "ЗУКБ"
326784,ФАБ"МОРСЬКИЙ ТРАНСПОРТНИЙ БАНК".МИКОЛ.
636032,ТВБВ ЛЬВІВС. ФАБ "НАДРА" В М.НАДВІРНА
331661,Ф-Я "ПОЛТ.ДИР." АТ "ІНД.-ЕКСПОРТ.БАНК"
385338,Перша філія ПрАТ "УФГ" у м.Львів
312549,ФІЛІЯ АТ "УФГ". М.МУКАЧЕВЕ
307037,ДНІПРОПЕТР.Ф-Я ЗАТ КБ"ДОНКРЕДИТІНВЕСТ"
304977,АЛЧЕВСЬКА ФІЛІЯ АКБ "ФОРУМ"
636043,ТВБВ АБ "ПРИВАТІНВЕСТ" В М.ІВ-ФРАНКІВ.
331724,Перша філія ПрАТ "УФГ" у м.Кременчук
385327,ЛЬВІВСЬКА ФІЛІЯ АКІБ "УКРСИББАНК"
353586,ЧЕРНІГ.РУ ПАТ КБ"ПРИВАТБАНК"М.ЧЕРНІГІВ
636054,ТВБВ Н11 ЛЬВІВС.ФАКБ "НАДРА"В М.КАЛУШ
300799,ШЕВЧЕНКІВСЬКА Ф-Я АКБ "КИЇВ". М.КИЇВ
300896,ПАТ "ФІНАНС БАНК"
326803,ФІЛІЯ АКБ "НАДРА" У М.МИКОЛАЄВІ
652005,ТВБВ МИКОЛАЇВСЬКОЇ Ф-Ї АКІБ УКРСИББАНК
651028,ХАРКІВСЬКЕ ТВБВ АТ "ВАБАНК"
300744,Філія ПАТ "УніКредит Банк" у м.Київі
307048,ДНІПРОПЕТРОВСЬКА ФАТ "ЗУКБ"
315858,ХМЕЛЬНИЦЬКА ФАБ "БРОКБІЗНЕСБАНК"
325008,ЛЬВІВСЬКА Ф-Я ВАТ БАНК "БІГ ЕНЕРГІЯ"
605030,БЕЗБАЛАНСОВЕ ВІД.(ТВБВ) ЗУКБ
624033,ТВБВ Н1 ВАТ "ТММ-БАНК". СЕВАСТОПОЛЬ
352684,ХЕРСОНСЬКА Ф-Я ХАР.АК ЗЕМЕЛЬНОГО БАНКУ
613011,ТВБВ ДНІПР.ФАБ "ЕКСПРЕС-БАНК". ЗАПОРІЖ
335753,ДОНЕЦЬКА ФІЛІЯ АТ "ЗУКБ"
628017,ОДЕСЬКЕ ВАКБ "ЛЕГБАНК".М.ОДЕСА
337773,ФІЛІЯ АКБ "НАДРА" У М.РОМНИ
602022,ТВБВ ТЕРНОП. ФВАТ"БАНК УНІВЕРСАЛЬНИЙ"
352695,ФІЛІЯ АКБ "НАДРА" У М.НОВА КАХОВКА
319036,БОГУС Ф ПАТ"Б"КИЇВСЬКА РУСЬ"М.БОГУСЛАВ
336741,Філія ПрАТ "УФГ" у м.Івано-Франківськ
302430,ВІННИЦЬКА ФВАТ"СЕЛЯНСЬКИЙ КБ "ДНІСТЕР"
336752,ДОЛИНСЬКА ФАКІБ "УКРСИББАНК"
331757,ПОЛТАВСЬКА ФІЛІЯ ВАТ "МЕГАБАНК"
303503,ТОВАР.З ОБМЕЖ.ВІД. КБ "ВОЛОДИМИРСЬКИЙ"
633024,РІВНЕНСЬКЕ ТВБВ ЛФ АБ "ЕКСПРЕС-БАНК"
636065,ДОЛИНСЬКЕ ТВБВ АКІБ "УКРСИББАНК"
300755,ФІЛІЯ АТ БАНКУ "МЕРКУРІЙ" В М. КИЄВІ
354886,ФІЛІЯ АБ "КИЇВСЬКА РУСЬ" У М.УМАНІ
631015,СЕЛЕЩИНСЬКЕ ТВБВ ВАТ "МЕГАБАНК"
337784,СУМСЬКА ФІЛІЯ АБ "СИНТЕЗ"
300788,АТ "БАНК "ТАВРИКА"
653015,ПРИЛУЦЬКЕ ТВБВ АКІБ "УКРСИББАНК"
307059,ДНФ ВАТ "МІЖНАРОДНИЙ КОМЕРЦІЙНИЙ БАНК"
338523,ТЕРНОПІЛЬСЬКА ФІЛІЯ АТ "УКРІНБАНК"
300818,Ф-Я "КИЇВ.МІС.ДИР."АТ "ІНД.-ЕКСП.БАНК"
384544,СЕВАСТОПОЛЬСЬКА ФАКБ "АВІАТЕКБАНК"
602033,ЖМЕРИНСЬКА Ф-Я (ТВБВ) АБ"ЕКСПРЕС-БАНК"
636076,НАДВІРНЯНСЬКЕ  ТВБВ АКІБ "УКРСИББАНК"
307060,КРИВОРІЗЬКА ФІЛІЯ АКБ "ФОРУМ"
603021,ЛУЦЬКЕ ТВБВ РІВН.ФАКБ "ПРАВЕКС-БАНК"
637019,ОХТИРСЬКЕ ТВБВ АКІБ "УКРСИББАНК"
625010,БОРИСЛАВСЬКА БФ АКІБ "УКРСИББАНК"
300874,ПЕРША ФАКБ "ТАС-КОМЕРЦБАНК" У М.КИЄВІ
350727,ФІЛІЯ ПАТ "КРЕДИТПРОМБАНК".М.ХАРКІВ
