mfo,name
320445,ВІД. ОБ ШЕВЧЕНКІВСЬКЕ Н 5441.КИЇВ
320456,ДНІПРОВСЬКА ФВАТ "МКБ". М.КИЇВ
320467,БОРЩАГІВС. ФКБ КФС "ЕКСПОБАНК". М.КИЇВ
320478,АБ "Укргазбанк"
320489,Ф-Я УКБ "ВІДРОДЖЕННЯ" ПЕЧЕРСЬКА.М.КИЇВ
320490,ВІД. ОБ ЗГУРІВСЬКЕ Н 8665. КИЇВСЬКОЇ
320508,ЛУК'ЯНІВСЬКЕ ВІДІЛЕН. АК АПБ "УКРАЇНА"
320519,ДРУГА КИЇВСЬКА Ф-Я ВАБ "ВАБАНК" КИЇВ
320520,Ф-Я ОДЕСЬКОГО КБ "ФЕБ". М.КИЇВ
320531,ДАРНИЦЬКА Ф-Я ЗАКАРП. КБ"ЛІСБАНК".КИЇВ
320542,ЗАЛІЗНИЧНЕ ВІДДІЛЕННЯ АБ "ІНКО"
320553,ВІД. ОБ ДАРНИЦЬКЕ Н 5397.КИЇВ
320564,ФАКБ "НАДРА".КИЇВСЬКЕ РЕГІОНАЛЬНЕ УПР.
320575,ДРУГА Ф-Я ХМЕЛЬН.АКБ "ФІАТБАНК" М.КИЇВ
320586,Ф-Я АБ "БРОКБІЗНЕСБАНК" КИЇВСЬКА
320597,ПОДІЛЬСЬКА Ф.АТ"КБ"ЕКСПОБАНК".М.КИЇВ
320605,МІНСЬКА Ф-Я КБ "КИЇВ". М.КИЇВ
320616,ДРУГА Ф-Я КИЇВ.АІБ "ЮНІВЕРС". М.КИЇВ
320638,ХАРКІВСЬКА Ф.М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
320649,Ф"РОЗРАХ.ЦЕНТР"ПАТ КБ"ПРИВАТБАНК".КИЇВ
320650,ЗАТ "СВЕДБАНК ІНВЕСТ"
320661,КИЇВСЬКЕ РУ АКБ "ТАВРІЯ"
320672,СТАРОКИЇВ.Ф-Я ЗАКАРП. КБ"ЛІСБАНК".КИЇВ
320683,КИЇВ.Ф-Я АК РЕАЛ БАНКУ "УКРАКАДЕМБАНК"
320694,МОСКОВСЬКА Ф-Я АКБ "УКРСОЦБАНК" М.КИЇВ
320702,"БАНК НАЦІОНАЛЬНИЙ КРЕДИТ"
320713,ДНІПРОВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
320724,АКЦІОНЕРНИЙ КБ "ХФБ БАНК УКРАЇНА"
320735,ПАТ "Інтеграл-банк"
320746,КФ ВАТ "УБРП". М.КИЇВ
320757,УІБ - БЕРЕСТЕЙСЬКА ФІЛІЯ. М.КИЇВ
320768,ЛІВОБЕРЕЖНА ФІЛІЯ АК РЕАЛ БАНКУ М.КИЇВ
320779,ТОВ КОМЕРЦІЙНИЙ БАНК "СТОІК"
320780,ДИРЕКЦІЯ АК АПБ "УКРАЇНА" ПО КИЇВС.ОБЛ
320791,КИЇВСЬКИЙ МІЖНАРОДНИЙ БАНК. М.КИЇВ
320809,КИЄВО-СВЯТОШИНСЬКА ФКБ "ХРЕЩАТИК"
320810,ХАРКІВСЬКА ФІЛІЯ АКБ "КИЇВ"
320821,ГОЛОВНИЙ РЦ АК АПБ "УКРАЇНА"
320832,ПЕРША КИЇВСЬКА ФАКБ "ГЕОСАНТРІС"
320843,ПАТ "УКРГАЗПРОМБАНК"
320854,ПАТ "Діамантбанк"
320865,КИЇВСЬКА ФІЛІЯ АТ "НАШ БАНК"
320876,КИЇВСЬКА ФПАТКБ"ПІВДЕНКОМБАНК". М.КИЇВ
320887,СТАРОКИЇВСЬКА Ф-Я ЗАКАРП. КБ "ЛІСБАНК"
320898,КИЇВСЬКА ФІЛІЯ АБ "КРЕДИТ-ДНІПРО".М.КИЇВ
320906,КИЇВСЬКА ФІЛІЯ ПАТ"ПФБ"
320917,ФІЛІЯ АБ "ПІВДЕННИЙ" В М.КИЄВІ
320928,ФІЛІЯ "ДІАМАНТ" АКБ "АРКАДА"
320939,ЛЕНІНГРАДСЬКА ФІЛІЯ АКБ "КИЇВ"
320940,ПАТ "БАНК КІПРУ"
320951,Київська філія  ПАТ "Західінкомбанк"
320962,Київська філія АКБ "ІНДУСТРІАЛБАНК"
320973,ШЕВЧЕНКІВСЬКА ФАКБ "НАДРА". М.КИЇВ
320984,АТ "ПРОКРЕДИТ БАНК"
321013,КИЇВСЬКА ОБЛАСНА ФІЛІЯ АКБ"УКРСОЦБАНК"
321024,ГОЛОВНЕ УПР. НБУ ПО М.КИЄВУ І КИЇВ.ОБЛ
321035,БАРИШІВКА РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321046,М.БІЛА ЦЕРКВА ВІД. УСБ  КИЇВСЬКОЇ
321057,ВІД.ПІБ В М.БІЛА ЦЕРКВА КИЇВСЬКОЇ ОБЛ.
321068,БОГУСЛАВ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321079,БОРИСПІЛЬ РАК АПБ "УКРАЇНА"КИЇВСЬКОЇ
321080,БОРОДЯНКА РАК АПБ "УКРАЇНА"КИЇВСЬКОЇ
321091,ВІД. ПІБ В СМТ. КАЛИНІВКА КИЇВСЬКОЇ
321109,ВАСИЛЬКІВ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321110,ВОЛОДАРКА РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321121,Ф-Я КИЇВ. АППБ "АВАЛЬ" БІЛА ЦЕРКВА
321132,ВИШГОРОД РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321143,ВІД. ПІБ В М. ВИШГОРОД КИЇВСЬКОЇ
321154,ВІД. ПІБ В М. СЛАВУТИЧ КИЇВСЬКОЇ
321165,БУЧАНСЬКЕ ВІД. УСБ
321176,ІВАНКІВ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321187,ПОЛІССЯ  РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321198,КАГАРЛИК РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321206,КИЇВСЬКЕ ЦЕНТРАЛЬНЕ ВІДДІЛЕННЯ АК ПІБ
321217,ВІД. ПІБ В М. БОРИСПІЛЬ КИЇВСЬКОЇ
321228,ТОВ "УКРПРОМБАНК"У М.КИЄВІ
321239,МАКАРІВ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321240,МАКАРІВ-1.ЗАВОДСЬКЕ КИЇВСЬКОЇ
321251,ОБУХІВ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321262,ВІД.ПІБ В М.УКРАЇНКА КИЇВСЬКОЇ ОБЛ.
321273,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКИЙ  АПБ "УКРАЇНА"
321284,Ф-Я КИЇВ. АТ "ГРАДОБАНК" В М. СЛАВУТИЧ
321295,РОКИТНЕ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321303,РЖИЩІВ КИЇВСЬКОЇ РАК АПБ "УКРАЇНА"
321314,Ф-Я КИЇВ. АТ "ГРАДОБАНК" М.БІЛА-ЦЕРКВА
321325,БІЛОЦЕРКІВСЬКА ФІЛІЯ АКБ "МРІЯ"
321336,СКВИРА РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321347,Ф-Я ЗАПОРІЗЬКОГО КБ "АВТОЗАЗБАНК" КИЇВ
321358,СТАВИЩЕ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321369,Ф-Я ВЛАДИВ. КБ "ВОСТОКІНВЕСТБАНК"КИЇВ
321370,ТАРАЩА РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321381,ТЕТІЇВ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321392,УЗИН РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321400,ПОДІЛЬСЬКА Ф-Я АБ "ІНКО"
321411,ФАСТІВ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321422,ВІД. ПІБ В М. ФАСТІВ КИЇВСЬКОЇ
321433,УКР.АК ПІБ.ВІД.В М.БРОВАРИ КИЇВС.ОБЛ.
321444,Ф-Я КИЇВ.АБ "БРОКБІЗНЕСБАНК" ГОЛОСІЇВ.
321455,Ф-Я АППБ "АВАЛЬ" М.ФАСТІВ
321466,ВАТ КБ "НАЦІОНАЛЬНИЙ СТАНДАРТ". М.КИЇВ
321477,ПАТ "СТАРОКИЇВСЬКИЙ БАНК"
321488,КОМЕРЦІЙНИЙ ХРИСТИЯНСЬКИЙ БАНК. М.КИЇВ
321499,БРОВАРИ РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321507,МИРОНІВКА РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321518,ФАСТІВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
321529,АКЦІОНЕРНИЙ БАНК "ЛІГА". М.КИЇВ
321530,КРУ КИЇВСЬКА ОБЛАСНА ФІЛІЯ АБ "ІНКО"
321541,КИЄВО-СВЯТОШИНСЬКЕ ВІД. АПБ М.ВИШНЕВЕ
321552,СМТ.ЗГУРІВКА ВІД. АПБ КИЇВСЬКОЇ
321563,ЯГОТИН РАК АПБ "УКРАЇНА" КИЇВСЬКОЇ
321574,КИЇВСЬКА ДИРЕКЦІЯ АК АПБ "УКРАЇНА"
321585,Ф-Я КИЇВ. АППБ "АВАЛЬ" М.ОБУХІВ
321596,ВІДКРИТЕ АКЦІОНЕРНЕ ТОВ."КОРАЛ-БАНК"
321604,КУРЕНІВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО" КУРЕНІВ
321615,Ф-Я КИЇВ. АППБ "АВАЛЬ" М.БРОВАРИ
321626,УКР.БАНК ЕКОЛ. И МЕД. "ЕКОМЕДБАНК"КИЇВ
321637,ВАТ ВСЕУКРАЇНСЬКИЙ АКЦІОНЕРНИЙ БАНК
321648,БРОВАРСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
321659,АКЦІОНЕРНИЙ БАНК "АЛЛОНЖ" .М.КИЇВ
321660,КБ "ТОРГОВО-ПРОМИСЛОВИЙ БАНК". М.КИЇВ
321671,Ф-Я МОСКОВСЬКОГО КБ "КОНВЕРСБАНК"КИЇВ
321682,Ф-Я ХАРК. КБ "ПРОМІНЬ" М.КИЇВ
321693,БРОВАРСЬКЕ ВІДДІЛЕННЯ УСБ
321701,ЗАТ"УКРАЇНСЬКИЙ КРЕДИТНИЙ БАНК" М.КИЇВ
321712,АТ "РОДОВІД БАНК"
321723,ПАТ "БТА Банк"
321734,БОЯРКА ВІД. АПБ "УКРАЇНА" КИЇВСЬКОЇ
321745,ЯГОТИНСЬКА Ф-Я АППБ "АВАЛЬ"
321756,СВЯТОШИНСЬКА Ф-Я АТ "УКРІНБАНК".М.КИЇВ
321767,ПАТ "ВТБ БАНК"
321778,Ф-Я АППБ "АВАЛЬ" М.КАГАРЛИК
321789,Ф-Я КИЇВ. АППБ "АВАЛЬ" БОРИСПІЛЬ
321790,СЛАВУТИЦЬКА Ф-Я АППБ "АВАЛЬ"
321808,БРОВАРСЬКА ФПАТ"УКРІНБАНК" М.БРОВАРИ
321819,ДРУГА Ф-Я БІЛОЦЕРК. АКБ "РОСЬ" М.УЗИН
321820,Ф-Я ЗАКАРП. КБ "ЛІСБАНК" М.БІЛА ЦЕРКВА
321831,ТРЕТЯ ФІЛІЯ АКБ "РОСЬ". М.БІЛА ЦЕРКВА
321842,КИЇВСЬКЕ ГРУ ПАТ КБ"ПРИВАТБАНК".М.КИЇВ
321853,КОМЕРЦІЙНИЙ БАНК "УНІВЕРСАЛБАНК" .КИЇВ
321864,ВІД. ПІБ В М. ІРПІНЬ КИЇВСЬКОЇ
321875,БІЛОЦЕРКІВСЬКА Ф-Я АКБ "ТАВРІЯ"
321886,КИЇВ ОПЕРАЦІЙНИЙ ВІДДІЛ ОБ ПО ОБЛАСТІ
321897,КИЇВСЬКА ФІЛІЯ АТ ЗУКБ
321905,ІРПІНСЬКЕ ВІДДІЛЕННЯ УСБ
321916,ФАКБ "АВТОКРАЗБАНК". М.БІЛА ЦЕРКВА
321927,ОЗЕРНЕ ВІД. АПБ "УКРАЇНА" КИЇВСЬКОЇ
321938,ІРПІНЬСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
321949,ВІД. АПБ "УКРАЇНА" . М.БЕРЕЗАНЬ
321950,ФІЛІЯ Н1 АКБ "РОСЬ". М.БІЛА ЦЕРКВА
321961,ІРПІНСЬКА Ф-Я АППБ "АВАЛЬ"
321972,М.БІЛА ЦЕРКВА ВІД. АПБ "УКРАЇНА"
321983,АКБ  "ПРАВЕКС-БАНК". М.КИЇВ
321994,ВАСИЛЬКІВСЬКА Ф-Я АППБ "АВАЛЬ"
322012,КМФ АКБ "УСБ"М.КИЇВ
322023,ДАРНИЦЬКА Ф-Я М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322034,ЗАЛІЗНИЧНА Ф.М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322045,СТАРОКИЇВС.Ф.М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322056,МІЖРАЙОННА Ф.М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322067,ЖОВТНЕВЕ ВІД. ПІБ В М. КИЇВ
322078,ПОДІЛЬСЬКА Ф.М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322089,ШЕВЧЕНКІВС.Ф.М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322090,ПЕЧЕРСЬКА Ф.М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322108,ЛЕНІНГРАДСЬКЕ ВІД. ПІБ В М. КИЇВ
322119,ЛІВОБЕРЕЖНЕ ВІД. ПІБ В М. КИЇВ
322120,Ф-Я КИЇВ.АБ "БРОКБІЗНЕСБАНК" ПЕЧЕРСЬКА
322131,МІНСЬКА Ф-Я М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322142,ДНІПРОВСЬКЕ ВІД. ПІБ В М. КИЇВ
322153,ЗАЛІЗНИЧНЕ ВІД. ПІБ В М. КИЇВ
322164,АКБ "УКРХАРЧОПРОМБАНК". М.КИЇВ
322175,УКР.АК ПІБ МОСКОВСЬКЕ  ВІД.В М.КИЇВ
322186,КИЇВ ПРОЕКТНЕ ВІДДІЛЕННЯ ПІБ
322197,ПОДІЛЬСЬКЕ ВІД. ПІБ В М. КИЇВ
322205,ХАРКІВСЬКЕ ВІД.ПІБ В М.КИЇВ
322216,ШЕВЧЕНКІВ. ВІД. ПІБ В М. КИЇВ
322227,ФІЛІЯ "СТАРОКИЇВСЬКЕ ВІД.ПІБ В М.КИЇВ"
322238,РАДЯНСЬКА Ф-Я М.КИЄВА АКБ СОЦ.РОЗВ.УСБ
322249,КИЇВ ОПЕРАЦІЙНИЙ ВІДДІЛ ОБ МІСЬКИЙ
322250,УКР.АК ПІБ. КИЇВСЬКЕ МІСЬКЕ ВІДДІЛЕННЯ
322261,ВІД. СТАНПРОМІНВЕСТБАНК В М. КИЇВ
322272,КАБ "ДЕНДІ". М.КИЇВ
322283,ВАТУТІНСЬКЕ ВІД. ПІБ В М. КИЇВ
322294,АТ "КБ "ЕКСПОБАНК"
322302,ПАТ "АГРОКОМБАНК"
322313,АТ "Укрексімбанк"
322324,ПАТ "Грін Банк"
322335,ПАТ АКБ "АРКАДА"
322346,ЗАДНІПРОВСЬКЕ ВІД. АК АПБ "УКРАЇНА"
322357,КИЇВСЬКА ФІЛІЯ КБ "УКРКОМУНБАНК"
322368,ДАСІЕБУ  "УКРСПЕЦІМПЕКСБАНК". М. КИЇВ
322379,Ф-Я ХМЕЛЬНИЦ. АКБ "ФІАТБАНК" М.КИЇВ
322380,АКЦІОНЕРНИЙ БАНК "ДАМІАНА-БАНК" М.КИЇВ
322391,АКЦ.ІНВЕСТИЦІЙН.БАНК "ЮНІВЕРС". М.КИЇВ
322409,КИЇВС.РЕГ.УПР. УКБ "ВІДРОДЖЕННЯ"
322410,КБ СОЦ.ЗАХ.НАС.КОНВ. І НТР "БЛАГОБАНК"
322421,СТАНКОБУДІВНА ФІЛІЯ КФС "ЕКСПОБАНК"
322432,АТ "НК БАНК"
322443,Ф-Я ЛЬВІВ. АКБ "ЕЛЕКТРОНБАНК"  М.КИЇВ
322454,АКЦІОНЕРНИЙ БАНК "ЛІКО".М.КИЇВ
322465,ПАТ Банк "Контракт"
322476,АКБ "НЕЗАЛЕЖНІСТЬ" .М. КИЇВ
322487,КИЇВСЬКА Ф-Я КРИМС. КБ "ІНТЕРКОНТБАНК"
322498,ПАТ "АКБ "КИЇВ"
322506,ПЕРША Ф-Я АППБ "АВАЛЬ" М. КИЇВ
322517,АБ "ОБОЛОНЬ".М.КИЇВ
322528,КОНТРАКТОВЕ ВІД. ПІБ В М. КИЇВ
322539,ПАТ "ЮНЕКС БАНК" м. Київ
322540,АТ "КІБ"
322551,ІНВЕСТ.-АКЦІОН. "ІНТРАСТБАНК" .М.КИЇВ
322562,Філія ПАТ "Полтава-банк" у м.Києві
322573,КИЇВ. ЗОВНІШНЬО-ТОРГІВЕЛЬНА Ф-Я ПІБ
322584,ФАКБ "НАДРА" "ЦЕНТРАЛЬНЕ ВІДДІЛЕННЯ"
322595,ЗАЛІЗНИЧНА Ф-Я КБ "ХРЕЩАТИК". М.КИЇВ
322603,ВАТ БАНК "БІГ ЕНЕРГІЯ". М.КИЇВ
322614,П'ЯТА КИЇВСЬКА ФІЛІЯ АППБ "АВАЛЬ"
322625,АБ "УКООПСПІЛКА"
322636,ЗАТ "ІПОТЕЧНИЙ КОМЕРЦІЙНИЙ АБ". КИЇВ
322647,Ф-Я "НИВКИ"  КФС "ЕКСПОБАНК" М.КИЇВ
322658,АКБ "СХІДНО-ЄВРОПЕЙСЬКИЙ БАНК" М. КИЇВ
322669,ФГОЛОВНЕ УПРАВЛІННЯ ПО  АТОЩАД М.КИЇВ
322670,Ф-Я ДНІПР. КБ "НОВИЙ". М.КИЇВ
322681,АКЦІОНЕРНИЙ БАНК "ЛАНБАНК" .М.КИЇВ
322692,АКБ "РОСТОК БАНК". М.КИЇВ
322700,Ф-Я КИЇВ. КБ КФС "ЕКСПОБАНК"  М.КИЇВ
322711,АКЦІОНЕРНИЙ БАНК "СИНТЕЗ". М.КИЇВ
322722,ЛІВОБЕРЕЖНЕ ВІДДІЛЕННЯ АБ "ІНКО"
322733,АКЦІОНЕРНИЙ БАНК "СТОЛИЧНИЙ" .М.КИЇВ
322744,ШЕВЧЕНКІВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
322755,Ф-Я ПЕРШОГО УКР.МІЖН.БАНКУ
322766,АБ "ЦЕНТРАЛЬНО-ЄВРОПЕЙСЬКИЙ БАНК".КИЇВ
322777,ПОКРОВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
322788,Ф-Я "КИЇВ-ГРАНТ" АСУБ "ГРАНТ"
322799,АТ "Банк Велес"
322807,КУРЕНІВСЬКА Ф-Я АБ "АЖІО"  М.КИЇВ
322818,АКЦІОНЕРНИЙ БАНК "МЕТА-БАНК". М.КИЇВ
322829,Ф-Я КИЇВ.АІБ "ЮНІВЕРС-ТАРК".М.КИЇВ
322830,АТ КБ "ТК КРЕДИТ"
322841,АБ "ІНКО" ПРАВЛІННЯ
322852,ПЕРША КИЇВСЬКА ФАКБ "МРІЯ" В М.КИЄВІ
322863,АБ "АНДРІЇВСЬКИЙ". М.КИЇВ
322874,ХАРКІВСЬКА РАЙ.Ф-Я АКБ "ЛЕГБАНК".КИЇВ
322885,АКБ "ОЛБАНК". М.КИЇВ
322896,Ф-Я Н1 КИЇВ. АКБ "ТРАНСБАНК" М.КИЇВ
322904,КРД АТ"РАЙФФАЙЗЕН БАНК АВАЛЬ"М.КИЇВ
322915,ГОЛОСІЇВСЬКЕ ВІД. АК АПБ "УКРАЇНА"
322926,ЛИБІДСЬКЕ ВІДІЛЕННЯ АК АПБ "УКРАЇНА"
322937,АБЕР "ЕКОНОМБАНК"  М.КИЇВ
322948,ПАТ "БАНК ФОРУМ"
322959,АБ "ЕКСПРЕС-БАНК"
322960,ТРЕТЯ Ф-Я АППБ "АВАЛЬ" М.КИЇВ
322971,ЧЕТВЕРТА Ф-Я АППБ "АВАЛЬ" М.КИЇВ
322982,Ф-Я КИЇВ. КБ "АК БУДМБАНК" М.КИЇВ
322993,ОБОЛОНСЬКА ФІЛІЯ АТ "УКРІНБАНК"
323011,ЛІКВІДАТОР БАНКУ"УКРАЇНА".ПО КІРОВ.ОБЛ
323022,ОЛЕКСАНДРІЙСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323033,ОЛЕКСАНДРІВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323044,БОБРИНЕЦЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323055,ДОБРОВЕЛИЧКІВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323066,ДОЛИНСЬКА АПБ КІРОВОГРАДСЬКОЇ
323077,ВІД.ПІБ В М.ДОЛИНСЬКА КІРОВОГРАД. ОБЛ.
323088,ВІД.ПІБ В М.ЗНАМ'ЯНКА КІРОВОГРАД. ОБЛ.
323099,ЗНАМ'ЯНСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323107,ПОМОШНА АПБ КІРОВОГРАДСЬКОЇ
323118,МАЛОВИСЬКІВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323129,КБ "ДНІПРОБАНК" М.СВІТЛОВОДСЬК
323130,НОВОАРХАНГЕЛЬСЬК АПБ КІРОВОГРАДСЬКОЇ
323141,СВІТЛОВОДСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323152,НОВОМИРГОРОДСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323163,НОВОУКРАЇНСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323174,ОНУФРІЄВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323185,ПЕТРІВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323196,ВІД. ПІБ В М. СВІТЛОВОДСЬК КІРОВОГРАДС
323204,Ф-Я КИЇВ. АБЕР "ЕКОНОМБАНК" КІРОВОГРАД
323215,ВІД.ПІБ В М.ОЛЕКСАНДРІЯ КІРОВОГР. ОБЛ.
323226,УСТИНІВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323237,Ф-Я ДНІПР.КБ "ПРИВАТБАНК" М.КІРОВОГРАД
323248,КІРОВОГРАДСЬКЕ РУ АБ "ІНКО"
323259,Ф-Я КИЇВ. АППБ "АВАЛЬ" М.ОЛЕКСАНДРІЯ
323260,Ф-Я КИЇВ. АППБ "АВАЛЬ" М.СВІТЛОВОДСЬК
323271,КОМПАНІЄВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323282,НОВГОРОДКІВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323293,КІРОВОГРАД ОБЛАСНА ФІЛІЯ АКБ УСБ
323301,КІРОВОГРАДСЬКЕ ЦЕНТРАЛЬНЕ ВІД. ПІБ
323312,КІРОВОГРАД.25 РАДЯНСЬКЕ ВІДДІЛЕННЯ НБ
323323,КІРОВОГРАДСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323334,ГАЙВОРОНСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323345,ГОЛОВАНІВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323356,ВІЛЬШАНСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323367,УЛЬЯНОВСЬКЕ АПБ КІРОВОГРАДСЬКОЇ
323378,УПРАВЛІННЯ НБУ В КІРОВОГРАДСЬКІЙ ОБЛ.
323389,Ф-Я АТ"УКРЕКСІМБАНК".КІРОВОГРАД
323390,КІРОВОГРАДСЬКА Ф-Я УСБ "ЯТРАНЬ"
323408,КИРОВОГРАД. ОБЛ.УПР. СБ
323419,Ф-Я КИЇВ.АКБ"УКРНАФТОБАНК". КІРОВОГРАД
323420,КІРОВОГРАД. ЛІСНЕ ВІДДІЛЕННЯ НБУ
323431,Ф-Я КИЇВ. АППБ "АВАЛЬ" М.ГОЛОВАНІВСЬК
323442,Ф-Я КИЇВ. АППБ "АВАЛЬ" СМТ.НОВГОРОДКА
323453,КІРОВОГРАДСЬКА ФІЛІЯ АКБ "НОВИЙ"
323464,Ф-Я УКБ "ВІДРОДЖЕННЯ" М.ОЛЕКСАНДРІЯ
323475,ФКІРОВОГРАДСЬКЕ ОУ АТОЩАД М.КІРОВОГРА
323486,КІРОВОГРАДСЬКА Ф-Я АБ "ДІАМАНТ"
323497,Ф-Я КИЇВ. АТ "ГРАДОБАНК" М.КІРОВОГРАД
323505,СВІТЛОВ. ФПАТ"УКРІНБАНК"М.СВІТЛОВОДСЬК
323516,Ф-Я КИЇВ. АППБ "АВАЛЬ". М.КІРОВОГРАД
323527,ФУНДУКЛЕЄВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
323538,КОДАТ"РАЙФ.БАНК АВАЛЬ"М.КІРОВОГРАД
323549,ГАЙВОРОНСЬКА ФІЛІЯ АКБ "УКРСОЦБАНК"
323550,Ф-Я КИЇВ. АБ "УКООПСПІЛКА". КІРОВОГРАД
323561,ЗНАМ'ЯНСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
323572,Ф-Я КИЇВ. АППБ "АВАЛЬ.НОВОАРХАНГЕЛЬСЬК
323583,КІРОВОГР. РУ "ПРИВАТБАНК".М.КІРОВОГРАД
323594,КІРОВОГРАДСЬКА Ф-Я АКБ "ПРАВЕКС-БАНК"
323602,ОЛЕКСАНДРІЙСЬКА Ф-Я АКБ "НАДРА"
323613,Філія ПрАТ "УФГ" у м.Кіровоград
323624,КІРОВОГРАДСЬКЕ РЕГ.УПРАВЛ.АКБ "НАДРА"
323635,ОЛЕКСАНДРІЙСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
323646,КІРОВОГРАДСЬКА Ф-Я ОБЛ. ДИР. АКБ УСБ
323657,ОЛЕКСАНДРІЙСЬКА ФІЛІЯ АКБ "УКРСОЦБАНК"
323668,БОБРИНЕЦЬКА Ф-Я ОБЛ. ДИР. АКБ УСБ
323679,ФАКБ "АВТОКРАЗБАНК" В М.ОЛЕКСАНДРІЯ
323680,ФІЛІЯ АКБ "ЛЕГБАНК" В М.КІРОВОГРАДІ
323691,Ф-Я ДНІПР.КБ "ПРИВАТБАНК".ОЛЕКСАНДРІЯ
323709,УЛЬЯНОВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬК
323710,ВІЛЬШАНСЬКЕ ВІД.ОБ КІРОВОГРАДСЬКОЇ
323743,М.КІРОВОГРАД ВІД. ВАТ ДОБУ Н49
323776,КІРОВОГРАДСЬКА Ф-Я РОВЕНС. КБ "КНЯЖИЙ"
323787,РРЦ ЛІКВІДАТОРА БАНКУ"УКРАЇНА".КІРОВОГ
323806,ОЛЕКСАНДРІЙСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРА
323817,ОЛЕКСАНДРІВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРА
323828,БОБРИНЕЦЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬК
323839,ДОБРОВЕЛИЧКІВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГ
323840,ДОЛИНСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬКОЇ
323851,ЗНАМ'ЯНСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАДСЬК
323862,МАЛОВИСКІВСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГРАД
323873,НОВОПРАЗЬКЕ ВІД.ОБ КІРОВОГРАДСЬКОЇ
323884,НОВОАРХАНГЕЛЬСЬКЕ ВІД.ВАТ ДОБУ КІРОВОГ
